u,v,key,osmid,name,highway,oneway,reversed,length,service,geometry,tunnel
5257004568,1808717393,0,169707862,,service,False,False,33.792,driveway,"LINESTRING (116.4741863 39.8727272, 116.474187 39.8724233)",
5257004568,5257004561,0,169707862,,service,False,True,68.93,driveway,"LINESTRING (116.4741863 39.8727272, 116.4741851 39.8732896, 116.474185 39.8733471)",
5257004568,5257004563,0,543815705,,footway,False,True,112.49700000000001,,"LINESTRING (116.4741863 39.8727272, 116.4746707 39.8727225, 116.4746717 39.8727864, 116.4747464 39.8727857, 116.4747498 39.8729979, 116.4751491 39.8729941)",
5258122156,5258122157,0,543940616,,service,False,False,53.151,,"LINESTRING (116.4761441 39.8771511, 116.4761441 39.8766731)",
5258122156,5258122175,0,1047352405,思源路,residential,False,False,12.945,,"LINESTRING (116.4761441 39.8771511, 116.4762958 39.8771508)",
5258122156,1808717121,0,1047352405,思源路,residential,False,True,33.792,,"LINESTRING (116.4761441 39.8771511, 116.4757481 39.8771516)",
5258122157,5258122159,0,169707813,,residential,False,False,42.576,,"LINESTRING (116.4761441 39.8766731, 116.4766429 39.8766642)",
5258122157,5257003753,0,169707813,,residential,False,True,16.832,,"LINESTRING (116.4761441 39.8766731, 116.4759469 39.8766766)",
5258122157,5258122156,0,543940616,,service,False,True,53.151,,"LINESTRING (116.4761441 39.8766731, 116.4761441 39.8771511)",
5258122158,5258122159,0,543940617,,service,False,False,54.065,,"LINESTRING (116.4766371 39.8771504, 116.4766429 39.8766642)",
5258122158,1808717268,0,1047352405,思源路,residential,False,False,32.999,,"LINESTRING (116.4766371 39.8771504, 116.4770238 39.8771498)",
5258122158,5258122175,0,1047352405,思源路,residential,False,True,29.124,,"LINESTRING (116.4766371 39.8771504, 116.4762958 39.8771508)",
5258122159,1808717338,0,169707813,,residential,False,False,76.966,,"LINESTRING (116.4766429 39.8766642, 116.4775446 39.8766482)",
5258122159,5258122157,0,169707813,,residential,False,True,42.576,,"LINESTRING (116.4766429 39.8766642, 116.4761441 39.8766731)",
5258122159,5258122158,0,543940617,,service,False,True,54.065,,"LINESTRING (116.4766429 39.8766642, 116.4766371 39.8771504)",
5258122168,1808717170,0,543815665,,residential,False,False,64.683,,"LINESTRING (116.4759364 39.8752332, 116.4759316 39.8758149)",
5258122168,1808717392,0,543815665,,residential,False,True,43.867,,"LINESTRING (116.4759364 39.8752332, 116.4759396 39.8748387)",
5258122168,5257003754,0,543940620,,footway,False,True,72.314,,"LINESTRING (116.4759364 39.8752332, 116.4758754 39.8752334, 116.4751743 39.8752357, 116.475089 39.875236)",
5258122173,1808717229,0,169707850,,residential,False,False,22.488,,"LINESTRING (116.4757468 39.8774414, 116.4757415 39.8776436)",
5258122173,1808717118,0,169707850,,residential,False,True,19.129,,"LINESTRING (116.4757468 39.8774414, 116.4757513 39.8772694)",
5258122173,5258122174,0,543940622,,living_street,False,False,46.353,,"LINESTRING (116.4757468 39.8774414, 116.47629 39.8774415)",
5258122174,5258122173,0,543940622,,living_street,False,True,46.353,,"LINESTRING (116.47629 39.8774415, 116.4757468 39.8774414)",
5258122174,5258122177,0,543940623,,living_street,False,False,22.319,,"LINESTRING (116.47629 39.8774415, 116.476286 39.8776422)",
5258122174,5258122175,0,543940623,,living_street,False,True,32.328,,"LINESTRING (116.47629 39.8774415, 116.4762958 39.8771508)",
5258122175,5258122174,0,543940623,,living_street,False,False,32.328,,"LINESTRING (116.4762958 39.8771508, 116.47629 39.8774415)",
5258122175,5258122158,0,1047352405,思源路,residential,False,False,29.124,,"LINESTRING (116.4762958 39.8771508, 116.4766371 39.8771504)",
5258122175,5258122156,0,1047352405,思源路,residential,False,True,12.945,,"LINESTRING (116.4762958 39.8771508, 116.4761441 39.8771511)",
5258122176,5258122177,0,543940623,,living_street,False,True,23.509999999999998,,"LINESTRING (116.4762818 39.8778536, 116.4762853 39.877752, 116.476286 39.8776422)",
5258122177,5258122174,0,543940623,,living_street,False,True,22.319,,"LINESTRING (116.476286 39.8776422, 116.47629 39.8774415)",
5258122177,1808717229,0,543940624,,living_street,False,True,46.464,,"LINESTRING (116.476286 39.8776422, 116.4757415 39.8776436)",
5258122177,5258122176,0,543940623,,living_street,False,False,23.509999999999998,,"LINESTRING (116.476286 39.8776422, 116.4762853 39.877752, 116.4762818 39.8778536)",
5258122181,1808717166,0,169707880,,residential,False,False,58.5,,"LINESTRING (116.4727796 39.8712303, 116.4727795 39.8712764, 116.4727779 39.8717564)",
5258122181,5258122209,0,169707880,,residential,False,True,22.962,,"LINESTRING (116.4727796 39.8712303, 116.4727797 39.8712117, 116.4727803 39.8710238)",
5258122181,5258122182,0,543940626,,footway,False,False,14.428999999999998,,"LINESTRING (116.4727796 39.8712303, 116.4728243 39.871227, 116.4729479 39.8712179)",
5258122182,5258122185,0,543940627,,footway,False,False,17.542,,"LINESTRING (116.4729479 39.8712179, 116.4731506 39.8711917)",
5258122182,9630983020,0,543940626,,footway,False,False,125.27599999999998,,"LINESTRING (116.4729479 39.8712179, 116.4730766 39.871384, 116.473399 39.8714968, 116.4737816 39.8715032, 116.473964 39.8713953, 116.4740474 39.8713173, 116.4740802 39.8712308)",
5258122182,5258122181,0,543940626,,footway,False,True,14.428999999999998,,"LINESTRING (116.4729479 39.8712179, 116.4728243 39.871227, 116.4727796 39.8712303)",
5258122185,5258122182,0,543940627,,footway,False,True,17.542,,"LINESTRING (116.4731506 39.8711917, 116.4729479 39.8712179)",
5258122185,5258122190,0,543940627,,footway,False,False,70.241,,"LINESTRING (116.4731506 39.8711917, 116.4732646 39.8712673, 116.4734495 39.8713146, 116.4736189 39.8713146, 116.4737792 39.8712839, 116.4738931 39.8712177)",
5258122185,5258122197,0,543940628,,footway,False,False,15.700000000000001,,"LINESTRING (116.4731506 39.8711917, 116.4731938 39.8711278, 116.473253 39.8710756)",
5258122190,9630983020,0,543940627,,footway,False,False,16.034,,"LINESTRING (116.4738931 39.8712177, 116.4740802 39.8712308)",
5258122190,5258122185,0,543940627,,footway,False,True,70.241,,"LINESTRING (116.4738931 39.8712177, 116.4737792 39.8712839, 116.4736189 39.8713146, 116.4734495 39.8713146, 116.4732646 39.8712673, 116.4731506 39.8711917)",
5258122190,5258122203,0,543940628,,footway,False,True,17.174,,"LINESTRING (116.4738931 39.8712177, 116.4738716 39.8711444, 116.4738122 39.8710795)",
5258122197,5258122198,0,543940629,,footway,False,False,10.253,,"LINESTRING (116.473253 39.8710756, 116.4731691 39.8710096)",
5258122197,5258122203,0,543940628,,footway,False,False,52.188,,"LINESTRING (116.473253 39.8710756, 116.4732769 39.8710545, 116.473471 39.8710072, 116.4736559 39.8710096, 116.4737884 39.8710521, 116.4738122 39.8710795)",
5258122197,5258122185,0,543940628,,footway,False,True,15.700000000000001,,"LINESTRING (116.473253 39.8710756, 116.4731938 39.8711278, 116.4731506 39.8711917)",
5258122198,5258122197,0,543940629,,footway,False,True,10.253,,"LINESTRING (116.4731691 39.8710096, 116.473253 39.8710756)",
5258122198,5258122209,0,543940631,,footway,False,True,33.218,,"LINESTRING (116.4731691 39.8710096, 116.4727803 39.8710238)",
5258122198,5258122202,0,543940629,,footway,False,False,48.339,,"LINESTRING (116.4731691 39.8710096, 116.4730859 39.8709197, 116.4730459 39.8708275, 116.4730705 39.8707235, 116.4731412 39.8706147)",
5258122202,1808717112,0,169707880,,residential,False,False,30.695,,"LINESTRING (116.4731412 39.8706147, 116.4727816 39.8706201)",
5258122202,1808717226,0,169707880,,residential,False,True,40.272,,"LINESTRING (116.4731412 39.8706147, 116.473613 39.8706077)",
5258122202,5258122198,0,543940629,,footway,False,True,48.339,,"LINESTRING (116.4731412 39.8706147, 116.4730705 39.8707235, 116.4730459 39.8708275, 116.4730859 39.8709197, 116.4731691 39.8710096)",
5258122203,5258122204,0,543940630,,footway,False,False,14.352,,"LINESTRING (116.4738122 39.8710795, 116.4739424 39.8709978)",
5258122203,5258122190,0,543940628,,footway,False,False,17.174,,"LINESTRING (116.4738122 39.8710795, 116.4738716 39.8711444, 116.4738931 39.8712177)",
5258122203,5258122197,0,543940628,,footway,False,True,52.188,,"LINESTRING (116.4738122 39.8710795, 116.4737884 39.8710521, 116.4736559 39.8710096, 116.473471 39.8710072, 116.4732769 39.8710545, 116.473253 39.8710756)",
5258122204,5258122203,0,543940630,,footway,False,True,14.352,,"LINESTRING (116.4739424 39.8709978, 116.4738122 39.8710795)",
5258122204,5258122210,0,543940632,,footway,False,False,45.646,,"LINESTRING (116.4739424 39.8709978, 116.4744764 39.8710211)",
5258122204,5258122208,0,543940630,,footway,False,False,47.856,,"LINESTRING (116.4739424 39.8709978, 116.4740226 39.8709126, 116.474038 39.8708015, 116.4739794 39.8706714, 116.4739177 39.8706121)",
5258122208,1808717226,0,169707880,,residential,False,False,26.008,,"LINESTRING (116.4739177 39.8706121, 116.473613 39.8706077)",
5258122208,1808717364,0,169707880,,residential,False,True,46.801,,"LINESTRING (116.4739177 39.8706121, 116.474466 39.8706201)",
5258122208,5258122204,0,543940630,,footway,False,True,47.856,,"LINESTRING (116.4739177 39.8706121, 116.4739794 39.8706714, 116.474038 39.8708015, 116.4740226 39.8709126, 116.4739424 39.8709978)",
5258122209,1808717112,0,169707880,,residential,False,True,44.89,,"LINESTRING (116.4727803 39.8710238, 116.4727816 39.8706201)",
5258122209,5258122198,0,543940631,,footway,False,False,33.218,,"LINESTRING (116.4727803 39.8710238, 116.4731691 39.8710096)",
5258122209,5258122181,0,169707880,,residential,False,False,22.962,,"LINESTRING (116.4727803 39.8710238, 116.4727797 39.8712117, 116.4727796 39.8712303)",
5258122210,1808717364,0,169707880,,residential,False,False,44.598,,"LINESTRING (116.4744764 39.8710211, 116.474466 39.8706201)",
5258122210,1808717248,0,169707880,,residential,False,True,25.002,,"LINESTRING (116.4744764 39.8710211, 116.4744823 39.8712459)",
5258122210,5258122204,0,543940632,,footway,False,True,45.646,,"LINESTRING (116.4744764 39.8710211, 116.4739424 39.8709978)",
5464996347,1808717390,0,169707811,奥林匹克路,residential,False,False,87.561,,"LINESTRING (116.4794352 39.8711583, 116.4790633 39.8718922)",
5464996347,1808717255,0,567888875,实训路,living_street,False,True,332.812,,"LINESTRING (116.4794352 39.8711583, 116.4795269 39.8711752, 116.4798165 39.8711373, 116.4801678 39.871038, 116.4804512 39.8710664, 116.4807162 39.8711563, 116.4810982 39.8715299, 116.4812523 39.8719744, 116.4812831 39.8724473, 116.4811907 39.8727264, 116.4809945 39.8729503)",
5464996347,5464996385,0,567888882,,residential,False,True,324.79200000000003,,"LINESTRING (116.4794352 39.8711583, 116.4793318 39.871184, 116.4792435 39.8712119, 116.4790934 39.8712538, 116.4790763 39.8712468, 116.4788409 39.8711499, 116.4787659 39.8711081, 116.4785479 39.8709864, 116.4783674 39.8708261, 116.478185 39.8706847, 116.4779731 39.8705778, 116.4777026 39.8705026, 116.4774288 39.8704796, 116.4769916 39.870554, 116.4766912 39.870744, 116.4764393 39.870912, 116.4761691 39.8709055)",
5464996353,1808717353,0,169707841,日新路,residential,False,False,41.803,,"LINESTRING (116.4799305 39.8728959, 116.480045 39.8728803, 116.4804098 39.8728186)",
5464996353,1808717262,0,169707841,日新路,residential,False,True,116.953,,"LINESTRING (116.4799305 39.8728959, 116.47953 39.8729503, 116.4790579 39.8729092, 116.4785966 39.8727856)",
5464996353,5464996368,0,567888877,,footway,False,False,91.86500000000001,,"LINESTRING (116.4799305 39.8728959, 116.4798975 39.8727844, 116.4799056 39.8727064, 116.4799219 39.8726471, 116.4799625 39.8725816, 116.4799707 39.8725098, 116.4799707 39.872438, 116.4799544 39.872385, 116.4798812 39.8723007, 116.4797796 39.8722352, 116.4796586 39.872201)",
5464996367,5464996372,0,169707811,奥林匹克路,residential,False,False,59.335,,"LINESTRING (116.4790087 39.8719967, 116.47875 39.872492)",
5464996367,1808717390,0,169707811,奥林匹克路,residential,False,True,12.519,,"LINESTRING (116.4790087 39.8719967, 116.4790633 39.8718922)",
5464996367,5464996368,0,567888877,,footway,False,True,61.660000000000004,,"LINESTRING (116.4790087 39.8719967, 116.479121 39.872073, 116.4792592 39.8721385, 116.4794503 39.872151, 116.4796251 39.8721915, 116.4796586 39.872201)",
5464996368,5464996367,0,567888877,,footway,False,False,61.66000000000001,,"LINESTRING (116.4796586 39.872201, 116.4796251 39.8721915, 116.4794503 39.872151, 116.4792592 39.8721385, 116.479121 39.872073, 116.4790087 39.8719967)",
5464996368,5464996353,0,567888877,,footway,False,True,91.86500000000001,,"LINESTRING (116.4796586 39.872201, 116.4797796 39.8722352, 116.4798812 39.8723007, 116.4799544 39.872385, 116.4799707 39.872438, 116.4799707 39.8725098, 116.4799625 39.8725816, 116.4799219 39.8726471, 116.4799056 39.8727064, 116.4798975 39.8727844, 116.4799305 39.8728959)",
5464996368,5464996371,0,567888879,,footway,False,False,27.371,,"LINESTRING (116.4796586 39.872201, 116.4796983 39.8720855, 116.4797633 39.8720199, 116.4798067 39.8719907)",
5464996368,5464996372,0,567888880,,footway,False,True,93.511,,"LINESTRING (116.4796586 39.872201, 116.4794015 39.8722227, 116.479308 39.8722758, 116.4792348 39.8723476, 116.4791738 39.8724755, 116.4790641 39.8724755, 116.47875 39.872492)",
5464996371,1808717390,0,567888876,,living_street,False,False,65.701,,"LINESTRING (116.4798067 39.8719907, 116.4796698 39.8719388, 116.4792836 39.8718733, 116.4790633 39.8718922)",
5464996371,1808717353,0,567888876,,living_street,False,True,111.793,,"LINESTRING (116.4798067 39.8719907, 116.4799991 39.8720636, 116.4802512 39.8722883, 116.4803325 39.8725379, 116.4804098 39.8728186)",
5464996371,5464996368,0,567888879,,footway,False,True,27.371,,"LINESTRING (116.4798067 39.8719907, 116.4797633 39.8720199, 116.4796983 39.8720855, 116.4796586 39.872201)",
5464996372,1808717262,0,169707811,奥林匹克路,residential,False,False,35.174,,"LINESTRING (116.47875 39.872492, 116.4785966 39.8727856)",
5464996372,5464996367,0,169707811,奥林匹克路,residential,False,True,59.335,,"LINESTRING (116.47875 39.872492, 116.4790087 39.8719967)",
5464996372,5464996368,0,567888880,,footway,False,False,93.511,,"LINESTRING (116.47875 39.872492, 116.4790641 39.8724755, 116.4791738 39.8724755, 116.4792348 39.8723476, 116.479308 39.8722758, 116.4794015 39.8722227, 116.4796586 39.872201)",
5464996384,1808717284,0,169707811,奥林匹克路,residential,False,False,48.204,,"LINESTRING (116.4777586 39.8744415, 116.4775541 39.8748456)",
5464996384,1808717262,0,169707811,奥林匹克路,residential,False,True,197.52700000000002,,"LINESTRING (116.4777586 39.8744415, 116.4784073 39.8731596, 116.4785966 39.8727856)",
5464996384,1808717255,0,567888881,四教北路,living_street,False,True,437.12199999999996,,"LINESTRING (116.4777586 39.8744415, 116.4809039 39.8744461, 116.48092 39.874195, 116.4808824 39.8739356, 116.4808663 39.8736433, 116.4808449 39.8733716, 116.4809039 39.873104, 116.4809945 39.8729503)",
5464996385,1808717207,0,169707836,春华路,residential,False,False,40.942,,"LINESTRING (116.4761691 39.8709055, 116.4761686 39.8712737)",
5464996385,1808717364,0,169707836,春华路,residential,False,True,212.665,,"LINESTRING (116.4761691 39.8709055, 116.4761696 39.8704905, 116.4761611 39.8704224, 116.4745572 39.8704348, 116.474466 39.8706201)",
5464996385,5464996347,0,567888882,,residential,False,False,324.79200000000003,,"LINESTRING (116.4761691 39.8709055, 116.4764393 39.870912, 116.4766912 39.870744, 116.4769916 39.870554, 116.4774288 39.8704796, 116.4777026 39.8705026, 116.4779731 39.8705778, 116.478185 39.8706847, 116.4783674 39.8708261, 116.4785479 39.8709864, 116.4787659 39.8711081, 116.4788409 39.8711499, 116.4790763 39.8712468, 116.4790934 39.8712538, 116.4792435 39.8712119, 116.4793318 39.871184, 116.4794352 39.8711583)",
9630747849,5257003799,0,543815685,,path,False,False,34.63,,"LINESTRING (116.4726846 39.8760654, 116.4722788 39.8760679)",
9630747849,9630747850,0,543815685,,path,False,True,34.97,,"LINESTRING (116.4726846 39.8760654, 116.4730944 39.876066)",
9630747849,5257003800,0,543815686,,path,False,False,50.761,,"LINESTRING (116.4726846 39.8760654, 116.4726855 39.8756089)",
9630747849,1808717129,0,543815686,,path,False,True,45.512,,"LINESTRING (116.4726846 39.8760654, 116.4726829 39.8764747)",
9630747850,9630747849,0,543815685,,path,False,False,34.97,,"LINESTRING (116.4730944 39.876066, 116.4726846 39.8760654)",
9630747850,1808717299,0,543815685,,path,False,True,48.982,,"LINESTRING (116.4730944 39.876066, 116.4736684 39.876067)",
9630747850,1808717208,0,1047352422,,path,False,False,65.972,,"LINESTRING (116.4730944 39.876066, 116.4736619 39.8764689)",
9630747850,1808717341,0,1047352423,,path,False,False,70.519,,"LINESTRING (116.4730944 39.876066, 116.4736718 39.8756123)",
9630983020,5258122190,0,543940627,,footway,False,True,16.034,,"LINESTRING (116.4740802 39.8712308, 116.4738931 39.8712177)",
9630983020,1808717248,0,543940626,,footway,False,False,34.451,,"LINESTRING (116.4740802 39.8712308, 116.4740811 39.8712295, 116.4743216 39.8712393, 116.4744823 39.8712459)",
9630983020,5258122182,0,543940626,,footway,False,True,125.27600000000001,,"LINESTRING (116.4740802 39.8712308, 116.4740474 39.8713173, 116.473964 39.8713953, 116.4737816 39.8715032, 116.473399 39.8714968, 116.4730766 39.871384, 116.4729479 39.8712179)",
11256616932,1808717407,0,543815684,,unclassified,False,False,16.769,,"LINESTRING (116.47531 39.8764591, 116.4755065 39.8764579)",
11256616932,5257003780,0,543815684,,unclassified,False,True,17.904,,"LINESTRING (116.47531 39.8764591, 116.4751002 39.8764603)",
11256616932,11256616933,0,1214956495,,footway,False,True,32.639,,"LINESTRING (116.47531 39.8764591, 116.4750968 39.8767028)",
11256616933,5257003780,0,543815678,,footway,False,False,26.966,,"LINESTRING (116.4750968 39.8767028, 116.4751002 39.8764603)",
11256616933,11256616932,0,1214956495,,footway,False,False,32.639,,"LINESTRING (116.4750968 39.8767028, 116.47531 39.8764591)",
11256616933,1808717315,0,"[169707810, 543815678]",,footway,False,True,109.435,,"LINESTRING (116.4750968 39.8767028, 116.4750951 39.8768275, 116.474695 39.8768252, 116.4745724 39.8769107, 116.4745805 39.8770857, 116.4742676 39.8771559)",
