element_type,osmid,nodes,amenity,building,emergency,healthcare,name,name:en,name:zh,name:zh-Hans,name:zh-Hant,operator,operator:type,wheelchair,geometry,building:levels,smoking,ref,leisure,air_conditioning,outdoor_seating,layer,note,access,sport,description,internet_access,internet_access:fee,addr:city,addr:housenumber,addr:postcode,addr:street,foot,start_date,addr:province,bicycle_parking,man_made
way,271958265,"[2768927380, 2768927381, 2768927382, 2768927383, 2768927380]",,retail,,,,,,,,中国科学技术大学,,yes,"POLYGON ((117.2622231 31.8375796, 117.2622294 31.8374979, 117.2621094 31.8374912, 117.262103 31.8375729, 117.2622231 31.8375796))",,no,,,,,,,,,,,,,,,,,,,,
way,271958268,"[2768927395, 2768927397, 2768927398, 2768927399, 2768927400, 2768927401, 2768927402, 2768927403, 2768927395]",,dormitory,,,原第四教学楼（西北楼）,,原第四教学楼（西北楼）,原第四教学楼（西北楼）,原第四教學樓（西北樓）,中国科学技术大学,,yes,"POLYGON ((117.2632351 31.8368469, 117.2637645 31.836872, 117.2637582 31.8369684, 117.2639165 31.8369759, 117.2639107 31.8370626, 117.2637531 31.8370551, 117.2637557 31.8370161, 117.2632256 31.8369908, 117.2632351 31.8368469))",,no,230#,,,,,,,,,,,,,,,,,,,
way,271958271,"[2768927440, 2768927441, 2768927442, 2768927445, 2768927446, 2768927447, 2768927448, 2768927449, 2768927440]",,yes,,,礼堂,,礼堂,礼堂,禮堂,中国科学技术大学,,yes,"POLYGON ((117.2629698 31.8360068, 117.2629677 31.8360487, 117.263035 31.8360511, 117.2630174 31.8364058, 117.2629438 31.8364032, 117.2629416 31.8364468, 117.2622429 31.8364218, 117.2622647 31.8359816, 117.2629698 31.8360068))",,no,,,,,,331#,,,,,,,,,,,,,,
way,271959067,"[2768934121, 2768934122, 2768934123, 2768934125, 2768934121]",,yes,,,羽毛球馆,,羽毛球馆,羽毛球馆,羽毛球館,中国科学技术大学,government,,"POLYGON ((117.2610296 31.8372361, 117.2610045 31.8374101, 117.2603855 31.8373584, 117.2604004 31.8371838, 117.2610296 31.8372361))",,,,sports_centre,,,,,private,badminton,,,,,,,,,,,,
way,271959068,"[2768934126, 2768934127, 2768934128, 2768934129, 2768934130, 2768934131, 2768934132, 2768934134, 2768934135, 2768934136, 2768934137, 2768934138, 2768934139, 2768934140, 2768934141, 2768934142, 2768934143, 2768934145, 2768934146, 2768934147, 2768934126]",,yes,,,研究生公寓 364# 365#,,研究生公寓 364# 365#,研究生公寓 364# 365#,研究生公寓 364# 365#,中国科学技术大学,,yes,"POLYGON ((117.2610653 31.8370353, 117.2610558 31.8371693, 117.2604921 31.8371404, 117.260491 31.8371558, 117.2604081 31.8371515, 117.2604186 31.8370033, 117.2603917 31.8370019, 117.260396 31.8369402, 117.2603599 31.8369383, 117.2603639 31.8368813, 117.2603278 31.8368795, 117.2603319 31.8368214, 117.2604025 31.836825, 117.2604073 31.8367572, 117.260197 31.8367464, 117.2602052 31.8366299, 117.2610903 31.8366752, 117.2610806 31.8368122, 117.260515 31.8367833, 117.2604992 31.8370064, 117.2610653 31.8370353))",,no,,,,,,,,,研究生宿舍（男）,,,,,,,,,,,
way,284161540,"[2879179220, 2879179221, 2879179222, 2879179223, 2879179224, 2879179225, 2879179226, 2879179227, 2879179228, 2879179229, 2879179230, 2879179231, 2879179232, 2879179233, 2879179234, 2879179235, 2879179220]",,yes,,,东区老图书馆,,东区老图书馆,东区老图书馆,東區老圖書館,中国科学技术大学,,yes,"POLYGON ((117.2631864 31.8394241, 117.2636157 31.8394537, 117.2636215 31.839394, 117.2639817 31.8394189, 117.2639756 31.8394821, 117.2644191 31.8395127, 117.264434 31.8393561, 117.2640785 31.8393316, 117.2640843 31.8392715, 117.2638613 31.8392562, 117.2638681 31.839185, 117.2637865 31.8391794, 117.2637794 31.8392542, 117.2635662 31.8392395, 117.2635586 31.8393187, 117.2631988 31.8392939, 117.2631864 31.8394241))",,no,,,,,,,,,,,,,,,,,,,,
way,284161541,"[2879179230, 3026584428, 3026584427, 2879179236, 2879179237, 2879179238, 3026584405, 3026584408, 3026584407, 3026584406, 2879179239, 3026584414, 3026584415, 3026584416, 3026584422, 3026584418, 3026584420, 3026584419, 3026584417, 3026584421, 3026584413, 3026584412, 3026584411, 2879179240, 3026584409, 3026584423, 3026584424, 3026584410, 2879179241, 2879179242, 2879179243, 3026584425, 3026584426, 2879179231, 2879179230]",library,yes,,,东区图书馆,,东区图书馆,东区图书馆,東區圖書館,中国科学技术大学,government,yes,"POLYGON ((117.2638681 31.839185, 117.2639712 31.8391907, 117.2639799 31.8391652, 117.2641513 31.8391703, 117.2641602 31.8391285, 117.264454 31.8391468, 117.2644587 31.8390837, 117.2644981 31.8390858, 117.264505 31.838995, 117.2644629 31.8389926, 117.2644657 31.8389285, 117.2643927 31.8389234, 117.2643957 31.8389057, 117.2640619 31.838888, 117.2640634 31.8388994, 117.2639382 31.8388943, 117.2639364 31.8389097, 117.2637907 31.8389019, 117.2637907 31.838888, 117.2636566 31.8388791, 117.2636581 31.8388677, 117.2633124 31.83885, 117.2633109 31.8388703, 117.2632587 31.8388652, 117.2632513 31.8389386, 117.263211 31.8389374, 117.2632051 31.8390045, 117.2632506 31.8390077, 117.2632438 31.8390791, 117.2635567 31.8390931, 117.2635552 31.839131, 117.2637132 31.8391361, 117.2637087 31.8391766, 117.2637865 31.8391794, 117.2638681 31.839185))",6,,,,,,,,,,,yes,customers,,,,,,,,,
way,284161542,"[2879179245, 2879179246, 2879179247, 2879179248, 2879179249, 2879179250, 2879179251, 2879179252, 2879179253, 2879179254, 2879179255, 2879179256, 2879179257, 2879179258, 2879179259, 2879179260, 2879179261, 2879179262, 2879179263, 2879179264, 2879179245]",,yes,,,东区学生食堂,,东区学生食堂,东区学生食堂,東區學生食堂,中国科学技术大学,,yes,"POLYGON ((117.2648843 31.8390452, 117.2648672 31.8392542, 117.2649071 31.8392566, 117.264905 31.8392824, 117.2650409 31.8392904, 117.2650457 31.8392319, 117.2651813 31.8392399, 117.265176 31.839305, 117.2656055 31.8393304, 117.2656078 31.8393023, 117.2656494 31.8393048, 117.2656636 31.8391312, 117.2655811 31.8391264, 117.2655882 31.8390405, 117.2656668 31.8390452, 117.2656787 31.8389006, 117.2652095 31.8388729, 117.2652052 31.8389253, 117.2650856 31.8389182, 117.2650742 31.8390564, 117.2648843 31.8390452))",,no,208#,,,,,,,,,,,,,,,,,,,
way,285860077,"[2894940987, 2894940988, 2894940989, 2894940990, 2894940991, 2894940992, 2894940993, 2894940998, 2894940997, 2894940994, 2894940995, 2894940996, 2894940999, 2894941000, 2894940987]",,hospital,,,门诊部,,门诊部,门诊部,門診部,中国科学技术大学,,yes,"POLYGON ((117.2608991 31.835262, 117.2609179 31.8355475, 117.2604117 31.8355716, 117.2604219 31.8357268, 117.2602058 31.8357371, 117.2601771 31.8353036, 117.2605417 31.8352862, 117.2605405 31.8352676, 117.2606606 31.8352619, 117.2606588 31.8352345, 117.2607976 31.8352279, 117.2607992 31.8352526, 117.2608462 31.8352503, 117.2608471 31.8352645, 117.2608991 31.835262))",,no,,,,,,,,,,,,,,,,,,,,
way,285860078,"[2894949801, 2894949802, 2894949803, 2894949804, 2894949806, 2894949805, 2894949801]",,hospital,,,门岗,,门岗,门岗,門崗,中国科学技术大学,,yes,"POLYGON ((117.2612688 31.8353032, 117.2611851 31.8353076, 117.2611766 31.8351915, 117.2610911 31.835196, 117.2610861 31.8351275, 117.2612553 31.8351185, 117.2612688 31.8353032))",,no,,,,,,,,,,,,,,,,,,,,
way,285860079,"[2894949807, 2894949808, 2706839920, 2894949809, 2894949807]",,yes,,,化学品存放仓库,,化学品存放仓库,化学品存放仓库,化學品存放倉庫,中国科学技术大学,,,"POLYGON ((117.2610054 31.8356499, 117.2612744 31.8356595, 117.2612645 31.8358168, 117.2609926 31.8358055, 117.2610054 31.8356499))",,no,,,,,,,,,,,,,,,,,,,,
way,290097996,"[2936360406, 2936360407, 2936360408, 2936360409, 2936360410, 2936360411, 2936360418, 2936360419, 2936360427, 2936360422, 2936360406]",,apartments,,,学生公寓 366#,,学生公寓 366#,学生公寓 366#,學生公寓 366#,中国科学技术大学,,yes,"POLYGON ((117.2600062 31.8363766, 117.2604334 31.8364073, 117.2604381 31.8363603, 117.2604662 31.8363623, 117.2604726 31.8362982, 117.260436 31.8362956, 117.2604412 31.836212, 117.26036 31.8362074, 117.2600245 31.8361846, 117.2600145 31.8363211, 117.2600062 31.8363766))",,no,,,,,,,,,研究生宿舍（女）,,,,,,,,,,,
way,290097997,"[2936360412, 2936360413, 2936360414, 2936360415, 2936360416, 2936360417, 2936360418, 2936360419, 2936360420, 2936360425, 2936360423, 2936360412]",,apartments,,,学生公寓 367#,,学生公寓 367#,学生公寓 367#,學生公寓 367#,中国科学技术大学,,yes,"POLYGON ((117.2600904 31.8358651, 117.2604696 31.8358863, 117.2604659 31.8359352, 117.2604975 31.835937, 117.2604929 31.8359969, 117.2604574 31.8360027, 117.2604412 31.836212, 117.26036 31.8362074, 117.2603735 31.8360335, 117.2600812 31.8360194, 117.2600907 31.8358816, 117.2600904 31.8358651))",,no,,,,,,,,,研究生宿舍（女）,,,,,,,,,,,
way,290097998,"[2936360421, 2936360422, 2936360427, 2936360426, 2936360425, 2936360423, 2936360424, 2936360421]",,yes,,,,,,,,中国科学技术大学,,yes,"POLYGON ((117.2599031 31.8363152, 117.2600145 31.8363211, 117.2600245 31.8361846, 117.260036 31.8360171, 117.2600812 31.8360194, 117.2600907 31.8358816, 117.2599345 31.8358739, 117.2599031 31.8363152))",,no,,,,,,,,,,,,,,,,,,,,
way,290097999,"[2936360428, 2936360429, 2936360430, 2936360431, 2936360432, 2936360433, 2936360434, 2936360435, 2936360436, 2936360437, 2936360438, 2936360439, 2936360440, 2936360441, 2936360428]",,university,,,化学与材料科学学院,,化学与材料科学学院,化学与材料科学学院,化學與材料科學學院,中国科学技术大学,,yes,"POLYGON ((117.2615717 31.8357002, 117.2620298 31.8357192, 117.2620341 31.8356458, 117.2620047 31.8356446, 117.2620084 31.8355796, 117.2619492 31.8355771, 117.2619592 31.835402, 117.2620336 31.8354051, 117.26204 31.8352927, 117.26158 31.8352736, 117.2615735 31.8353875, 117.2618693 31.8353998, 117.2618577 31.8356018, 117.2615781 31.8355901, 117.2615717 31.8357002))",,no,,,,,,,,,,,,,,,,,,,,
way,290098001,"[2936360446, 2936360447, 2936360448, 2936360449, 2936360450, 2936360451, 2936360452, 2936360453, 2936360454, 2936360455, 2936360446]",,yes,,,计算小楼,,计算小楼,计算小楼,計算小樓,中国科学技术大学,,yes,"POLYGON ((117.2633151 31.8350981, 117.263088 31.8350896, 117.2630778 31.8352843, 117.2631027 31.8352853, 117.2630987 31.8353611, 117.2636291 31.8353811, 117.2636351 31.8352679, 117.2634304 31.8352602, 117.2634286 31.8352946, 117.2633051 31.8352899, 117.2633151 31.8350981))",,no,,,,,,,,,,,,,,,,,,,,
way,298741849,"[3026593102, 3026593103, 3026593104, 3026593107, 3026593109, 3026593110, 3026593108, 3026593111, 3026593113, 3026593112, 3026593106, 3026593105, 3026593102]",,residential,,,1#,,,,,中国科学技术大学,,yes,"POLYGON ((117.2647108 31.8416018, 117.2654005 31.8416383, 117.2653916 31.8417598, 117.2652738 31.8417536, 117.2652721 31.8417759, 117.2651925 31.8417717, 117.2651941 31.8417498, 117.2649292 31.8417358, 117.2649275 31.8417591, 117.2648359 31.8417543, 117.2648375 31.8417335, 117.2647017 31.8417263, 117.2647108 31.8416018))",,no,,,,,,,,,,,,,,,,,,,,
way,298741850,"[3026593114, 3026593115, 3026593116, 3026593118, 3026593126, 3026593127, 3026593120, 3026593122, 3026593124, 3026593125, 3026593123, 3026593121, 3026593128, 3026593129, 3026593119, 3026593117, 3026593114]",,residential,,,2#,2#,2#,,,中国科学技术大学,,yes,"POLYGON ((117.2646686 31.8421406, 117.265367 31.8421753, 117.2653589 31.8422933, 117.2652347 31.8422871, 117.2652332 31.8423079, 117.2651459 31.8423036, 117.2651474 31.8422818, 117.2650635 31.8422776, 117.265062 31.8422993, 117.2649746 31.842295, 117.2649761 31.8422726, 117.2648914 31.8422683, 117.2648899 31.8422899, 117.2648007 31.8422855, 117.2648021 31.8422663, 117.2646604 31.8422592, 117.2646686 31.8421406))",,no,,,,,,,,,,,,,,,,,,,,
way,298742273,"[3026601024, 3026601025, 3026602349, 3026602348, 3026602347, 3026602346, 3026601026, 3026601027, 3026602336, 3026602337, 3026602338, 3026602339, 3026602340, 3026601028, 3026601029, 3026601030, 3026602334, 3026602350, 3026602351, 3026602352, 3026602353, 3026602335, 3026602333, 3026601032, 3026601031, 3026601024]",,university,,,环境与资源楼,,环境与资源楼,环境与资源楼,環境與資源樓,中国科学技术大学,,yes,"POLYGON ((117.2608094 31.8363549, 117.2609726 31.8363649, 117.2609839 31.836231, 117.2610405 31.8362344, 117.2610438 31.8361961, 117.2609846 31.8361925, 117.2609911 31.8361161, 117.2614169 31.8361422, 117.2614079 31.8362479, 117.2612159 31.8362361, 117.2612022 31.836397, 117.2613284 31.8364048, 117.2614083 31.8363385, 117.2614041 31.8363876, 117.2620206 31.8364252, 117.2620578 31.8359861, 117.261852 31.8359735, 117.2618456 31.83605, 117.2617874 31.8360465, 117.2617849 31.8360751, 117.2618417 31.8360786, 117.2618319 31.836195, 117.2615338 31.8361767, 117.2615524 31.8359567, 117.2608468 31.8359135, 117.2608094 31.8363549))",,no,,,,,,,,,,,,,,,,,,,,
way,298766164,"[3026997335, 3026997343, 3026997346, 3026997349, 3026997347, 3026997352, 3026997350, 3026997345, 3026997344, 3026997336, 3026997337, 3026997339, 3026997341, 10588133337, 10588133338, 3026997342, 3026997340, 3026997338, 3026997335]",,university,,,数学科学学院,,数学科学学院,数学科学学院,數學科學學院,中国科学技术大学,,yes,"POLYGON ((117.263713 31.8355848, 117.2639075 31.8355949, 117.2639062 31.8356129, 117.2639666 31.8356164, 117.2640028 31.8356184, 117.2642478 31.835631, 117.2642852 31.8356329, 117.2643869 31.8356381, 117.2643936 31.8356212, 117.264576 31.8356304, 117.2645666 31.8357651, 117.264392 31.8357563, 117.2643909 31.8357722, 117.2643105 31.8357681, 117.2639411 31.8357478, 117.2638916 31.8357467, 117.2638926 31.8357325, 117.263703 31.8357226, 117.263713 31.8355848))",,no,,,,,,,,,,,,,,,,,,,,
way,298766431,"[3026998116, 3026998117, 3026998118, 3026998119, 3026998120, 10582890650, 3026998129, 3026998130, 3026999153, 3026999152, 3026999151, 3026999150, 3026999149, 3026999148, 3026999147, 3026998131, 3026999146, 3026999145, 3026998132, 3026999144, 3026999143, 3026999133, 10582890641, 3026999134, 3026998116]",,university,,,近代物理系,,近代物理系,近代物理系,近代物理系,中国科学技术大学,,yes,"POLYGON ((117.2628729 31.8356045, 117.2627967 31.8356014, 117.2627911 31.8356661, 117.2626852 31.8356645, 117.2627113 31.8352447, 117.2626406 31.8352404, 117.2624791 31.8352305, 117.2624703 31.8355539, 117.2624129 31.8355538, 117.2624107 31.8355858, 117.2623529 31.835617, 117.2623207 31.8356481, 117.2623052 31.8356783, 117.262303 31.8357132, 117.2623352 31.8357208, 117.2623341 31.8356953, 117.2624074 31.835701, 117.2624307 31.8357161, 117.2624596 31.8357302, 117.2625073 31.8357396, 117.2625551 31.8357349, 117.2625995 31.8357198, 117.2628372 31.8357254, 117.2628617 31.835726, 117.2628729 31.8356045))",,no,,,,,1,,,,,,,,,,,,,,,
way,298766878,"[3027002393, 3027002394, 3027002395, 3027002396, 3027002397, 3027002398, 3027002393]",,yes,,,能源保障中心,,能源保障中心,能源保障中心,能源保障中心,中国科学技术大学,,yes,"POLYGON ((117.26263 31.8371973, 117.2629401 31.837212, 117.2629329 31.8373211, 117.2626053 31.8373056, 117.262609 31.8372492, 117.2626266 31.83725, 117.26263 31.8371973))",,no,,,,,,,,,,,,,,,,,,,,
way,298813543,"[3027593371, 3027593372, 3027593373, 4719650901, 3027593371]",,yes,,,中科大东区正门,,中科大东区正门,中科大东区正门,中科大東區正門,中国科学技术大学,,yes,"POLYGON ((117.261519 31.8400305, 117.2615669 31.8400316, 117.2615602 31.8402456, 117.2615124 31.8402446, 117.261519 31.8400305))",,no,,,,,1,,,,,,,合肥,96,230026,金寨路,designated,,,,
way,306371639,"[3112589283, 3112589284, 3112589285, 3112589286, 3112589287, 3112589313, 3112589314, 3112589315, 3112589312, 3112589283]",,commercial,,,高科技广场（北区）,,高科技广场（北区）,高科技广场（北区）,高科技廣場（北區）,中国科学技术大学,,yes,"POLYGON ((117.2616085 31.8405495, 117.2617138 31.8404954, 117.2618154 31.840638, 117.2618588 31.8406157, 117.2619045 31.8406799, 117.2619956 31.8408079, 117.2619518 31.8408303, 117.2623645 31.84141, 117.2622594 31.841464, 117.2616085 31.8405495))",,no,,,,,,,,,,,,,,,,,,,,
way,306371640,"[3112589316, 3112589317, 3112589837, 3112589838, 3112589318, 3112589319, 3112589316]",,garages,,,校车队,,校车队,校车队,校車隊,中国科学技术大学,,yes,"POLYGON ((117.262287 31.8409241, 117.2624358 31.84093, 117.2624125 31.8413181, 117.26241 31.8413329, 117.262336 31.8413295, 117.2622717 31.8411631, 117.262287 31.8409241))",,no,302#,,,,,,,,,,,,,,,,,,,
way,306371641,"[3112589316, 3112589320, 3112589321, 3112589322, 3112589323, 3112589324, 3112589325, 3112589317, 3112589316]",,yes,,,,,,,,中国科学技术大学,,yes,"POLYGON ((117.262287 31.8409241, 117.2621666 31.8409197, 117.2621685 31.840884, 117.2620402 31.8408793, 117.2620439 31.8408063, 117.2625692 31.8408256, 117.2625637 31.8409347, 117.2624358 31.84093, 117.262287 31.8409241))",,no,,,,,,,,,,,,,,,,,,,,
way,306371643,"[3112589829, 3112589830, 3112589327, 3112589328, 3112589295, 3112589829]",,yes,,,,,,,,,,,"POLYGON ((117.2626557 31.8409327, 117.2627008 31.8409354, 117.2627301 31.8409371, 117.2627477 31.8407189, 117.2626733 31.8407146, 117.2626557 31.8409327))",,,,,,,,,,,,,,,,,,,,,,
way,306371644,"[3112589831, 3112589832, 3112589833, 3112589834, 3112589839, 3112589835, 3112589836, 3112589838, 3112589837, 3112589831]",,yes,,,,,,,,,,,"POLYGON ((117.2626324 31.8413329, 117.2626257 31.8414126, 117.2625479 31.8414092, 117.2625493 31.8413819, 117.2624581 31.8413728, 117.2624541 31.8413876, 117.2624058 31.8413853, 117.26241 31.8413329, 117.2624125 31.8413181, 117.2626324 31.8413329))",,,,,,,,,,,,,,,,,,,,,,
way,334120281,"[3412114592, 3412114793, 3412114794, 3412114795, 3412114592]",,residential,,,,,,,,中国科学技术大学,,yes,"POLYGON ((117.2665322 31.8423474, 117.2665283 31.8424181, 117.2660939 31.8424009, 117.2660978 31.8423302, 117.2665322 31.8423474))",,no,16#,,,,,,,,,,,,,,,,,,,
way,334120282,"[3412114796, 3412114797, 3412114798, 3412114799, 3412114796]",,residential,,,,,,,,中国科学技术大学,,yes,"POLYGON ((117.2659689 31.8423245, 117.2659636 31.8423916, 117.2654849 31.8423642, 117.2654902 31.8422972, 117.2659689 31.8423245))",,no,8#,,,,,,,,,,,,,,,,,,,
way,334120554,"[3412119214, 3412119215, 3412119216, 3412119217, 3412119214]",,yes,,,,,,,,,,,"POLYGON ((117.2652528 31.8420997, 117.265255 31.8420399, 117.2653133 31.8420415, 117.2653111 31.8421013, 117.2652528 31.8420997))",,,,,,,,,,,,,,,,,,,,,,
way,334120555,"[3412119218, 3412119219, 3412119220, 3412119221, 3412119218]",,yes,,,,,,,,,,,"POLYGON ((117.2652662 31.8419618, 117.2652703 31.8419026, 117.2653247 31.8419053, 117.2653205 31.8419645, 117.2652662 31.8419618))",,,,,,,,,,,,,,,,,,,,,,
way,334120556,"[3412119222, 3412119223, 3412119224, 3412119225, 3412119222]",,residential,,,,,,,,中国科学技术大学,,yes,"POLYGON ((117.2659454 31.8421152, 117.2659375 31.8422291, 117.2654815 31.8422062, 117.2654894 31.8420923, 117.2659454 31.8421152))",,no,9#,,,,,,,,,,,,,,,,,,,
way,334120557,"[3412119226, 3412119227, 3412119228, 3412119229, 3412119226]",,residential,,,,,,,,中国科学技术大学,,yes,"POLYGON ((117.2660041 31.8420714, 117.2665319 31.8420968, 117.2665249 31.8422016, 117.2659971 31.8421762, 117.2660041 31.8420714))",,no,17#,,,,,,,,,,,,,,,,,,,
way,686068242,"[6430275244, 6430275245, 6430275246, 6430275247, 6430275244]",,university,,,物质科学教研A楼,,物质科学教研A楼,物质科学教研A楼,物質科學教研A樓,中国科学技术大学,,yes,"POLYGON ((117.2642547 31.8366811, 117.264278 31.8364431, 117.2651632 31.8364849, 117.2651445 31.8367227, 117.2642547 31.8366811))",9,no,,,,,,,,,,,,,,,,,2018年11月,,,
way,686068854,"[6430275247, 6430275246, 10583324246, 10583324247, 10583324250, 6430279456, 6430279457, 6430275247]",,university,,,物质科学教研B楼,,物质科学教研B楼,物质科学教研B楼,物質科學教研B樓,中国科学技术大学,,yes,"POLYGON ((117.2651445 31.8367227, 117.2651632 31.8364849, 117.2651727 31.8364223, 117.2652549 31.8364266, 117.2654239 31.8364354, 117.265975 31.8364642, 117.2659342 31.8367601, 117.2651445 31.8367227))",16,no,,,,,,,,,,,,合肥,,230026,,,2018年11月,安徽,,
way,686069052,"[6430283114, 6430283115, 6430283116, 6430283117, 10583324249, 10583324248, 6430283114]",,university,,,物质科学教研C楼,,物质科学教研C楼,物质科学教研C楼,物質科學教研C樓,中国科学技术大学,,yes,"POLYGON ((117.2652344 31.8360697, 117.2652543 31.8358162, 117.2661014 31.8358687, 117.2660741 31.8361204, 117.2654637 31.8360836, 117.2652862 31.8360728, 117.2652344 31.8360697))",16,no,,,,,,,,,,,,,,,,,2018年11月,,,
way,686072850,"[6430315471, 6430315472, 6430315473, 6430315474, 6430315471]",,yes,,,化学与材料科学学院行政楼,,化学与材料科学学院行政楼,化学与材料科学学院行政楼,化學與材料科學學院行政樓,中国科学技术大学,,yes,"POLYGON ((117.2612127 31.8368021, 117.2615271 31.836822, 117.261531 31.8367324, 117.2612174 31.8367144, 117.2612127 31.8368021))",,no,,,,,,,,,,,,,,,,,,,,
way,1135310336,"[10582867666, 10582867667, 10582867668, 10582867669, 10582867666]",,university,,,人文与社会科学学院,,人文与社会科学学院,人文与社会科学学院,人文與社會科學學院,中国科学技术大学,,yes,"POLYGON ((117.2609694 31.8376869, 117.260999 31.8374555, 117.2603769 31.8374092, 117.260354 31.8376424, 117.2609694 31.8376869))",,no,,,,,,,,,,,,,,,,,,,,
way,1135310337,"[10582867671, 2768927317, 10586958106, 2768927314, 10586958108, 10586958107, 10582867672, 10582867673, 10582867677, 10582867676, 10586958110, 10582867674, 10582867675, 10582867671]",,university,,,少年班学院,,少年班学院,少年班学院,少年班學院,中国科学技术大学,,yes,"POLYGON ((117.2646985 31.8401466, 117.264823 31.8401554, 117.2648307 31.840076, 117.2648351 31.8400318, 117.2648416 31.8399646, 117.2648014 31.8399617, 117.2648256 31.8397148, 117.2647295 31.839708, 117.2647099 31.8399084, 117.2646753 31.839906, 117.2646719 31.8399411, 117.2646678 31.8399831, 117.2647142 31.8399863, 117.2646985 31.8401466))",,no,204#,,,,,,,,,,,,,,,,,,,
way,1135310338,"[10582867678, 10582867679, 10582867680, 10582867684, 10582867681, 10582867682, 10582867683, 10582867686, 10582867685, 10582867687, 10582867678]",,university,,,地球和空间科学前沿研究中心,,地球和空间科学前沿研究中心,地球和空间科学前沿研究中心,地球和空間科學前沿研究中心,中国科学技术大学,,yes,"POLYGON ((117.2653553 31.8352103, 117.2654342 31.8351974, 117.265504 31.8348518, 117.2663991 31.8347622, 117.2664481 31.8350292, 117.2663938 31.835041, 117.2663842 31.8355042, 117.2659752 31.8354902, 117.2659714 31.8355439, 117.2653377 31.8355272, 117.2653553 31.8352103))",,no,,,,,,,,,,,,,,,,,,,,
way,1135310341,"[10582867696, 10582867697, 10582867698, 10582867699, 10582867700, 10582867701, 10586834704, 10582867702, 10582867703, 10582867704, 10582890605, 10582890606, 10582890607, 10582890608, 10582890609, 10586834703, 10582890611, 10582890612, 10582890613, 10582867696]",,university,,,理化大楼,,理化大楼,理化大楼,理化大樓,中国科学技术大学,,yes,"POLYGON ((117.2637272 31.8354607, 117.2646008 31.8355125, 117.2646292 31.8351664, 117.2645113 31.8351594, 117.2645168 31.8350927, 117.2644893 31.8350911, 117.264494 31.8350336, 117.2645007 31.834952, 117.2643939 31.8349456, 117.264396 31.8349199, 117.2640093 31.8348971, 117.2640075 31.8349192, 117.2638755 31.8349114, 117.2638697 31.8349825, 117.2639054 31.8349846, 117.2639005 31.8350451, 117.2638358 31.8350413, 117.2638301 31.8351111, 117.2637563 31.8351068, 117.2637272 31.8354607))",,no,,,,,,,,,,,,,,,,,,,,
way,1135310342,"[10582890614, 10582890615, 10582890616, 10582890617, 10582890618, 10582890619, 10582890620, 10582890621, 10582890614]",,university,,,可再生资源与洁净能源实验室,,可再生资源与洁净能源实验室,可再生资源与洁净能源实验室,可再生資源與潔淨能源實驗室,中国科学技术大学,,yes,"POLYGON ((117.261612 31.8376113, 117.2616266 31.837336, 117.2620025 31.8373504, 117.2619883 31.8376164, 117.2618652 31.8376117, 117.2618779 31.8373738, 117.2617898 31.8373704, 117.2617766 31.8376176, 117.261612 31.8376113))",,no,,,,,,,,,,,,,,,,,,,,
